customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0517,Female,0,Yes,No,69,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,64.41,2069.19,No
CUST0518,Female,0,Yes,No,0,No,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Two year,No,Mailed check,26.43,3581.2,No
CUST0519,Female,1,No,No,22,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),99.57,2445.34,No
CUST0520,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),44.08,2138.17,No
CUST0521,Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,66.05,2138.99,Yes
CUST0522,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,68.06,4361.94,No
CUST0523,Female,1,No,Yes,40,Yes,No,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Mailed check,76.07,1988.22,No
CUST0524,Male,1,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.79,1680.32,No
CUST0525,Female,1,Yes,No,69,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,89.19,1705.9,Yes
CUST0526,Male,0,Yes,No,5,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),86.31,999.07,Yes
CUST0527,Male,1,No,Yes,51,No,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),72.67,4306.23,No
CUST0528,Female,0,No,No,2,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,29.6,750.22,No
CUST0529,Female,0,No,No,62,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.2,4544.88,No
CUST0530,Female,0,No,Yes,48,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,115.73,1431.67,No
CUST0531,Male,0,No,Yes,46,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No internet service,One year,No,Mailed check,119.55,4499.15,No
CUST0532,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),93.05,3958.29,No
CUST0533,Male,0,No,No,63,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),42.75,2918.3,No
CUST0534,Male,0,No,Yes,64,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,30.19,3353.96,Yes
CUST0535,Male,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Mailed check,61.48,1642.7,No
CUST0536,Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),105.66,2879.66,No
CUST0537,Female,0,Yes,No,31,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Mailed check,92.19,1476.17,Yes
CUST0538,Male,0,Yes,Yes,67,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,Two year,No,Electronic check,108.39,2023.32,Yes
CUST0539,Male,0,No,Yes,17,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),81.58,3828.02,Yes
CUST0540,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No,No,No,No internet service,No,One year,No,Credit card (automatic),33.03,1234.78,No
CUST0541,Male,0,No,No,34,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,31.48,4197.45,No
CUST0542,Female,0,No,No,57,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,24.8,1891.9,No
CUST0543,Male,0,Yes,No,32,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,76.71,2670.21,No
CUST0544,Female,0,No,No,13,Yes,No phone service,No,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),44.29,4710.96,No
CUST0545,Male,1,Yes,Yes,33,No,No phone service,No,No,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),93.44,3412.65,Yes
CUST0546,Female,0,Yes,Yes,60,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,88.62,3235.11,Yes
CUST0547,Male,0,Yes,No,3,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),51.81,3563.81,No
CUST0548,Female,0,No,No,58,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),37.68,4592.19,No
CUST0549,Female,1,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,Yes,Electronic check,30.24,1257.6,No
CUST0550,Male,0,No,No,5,Yes,No phone service,No,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,93.73,3073.94,No
CUST0551,Male,1,Yes,No,48,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),65.04,2013.96,No
CUST0552,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),52.35,79.04,No
CUST0553,Male,1,Yes,Yes,64,Yes,No,No,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),105.67,644.0,Yes
CUST0554,Female,0,No,Yes,68,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Credit card (automatic),79.36,1638.46,No
CUST0555,Male,1,No,Yes,26,No,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),71.8,2833.7,Yes
CUST0556,Female,0,No,No,5,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,94.34,4409.74,No
CUST0557,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),101.56,3959.75,Yes
CUST0558,Female,0,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),88.61,2775.6,No
CUST0559,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),64.0,387.87,No
CUST0560,Female,0,No,No,18,Yes,No,No,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),57.93,1443.81,No
CUST0561,Female,1,No,Yes,42,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Electronic check,97.17,1846.21,No
CUST0562,Male,1,No,No,19,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),71.79,3116.15,No
CUST0563,Male,0,No,Yes,67,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),90.44,343.32,No
CUST0564,Male,0,No,Yes,43,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Electronic check,109.04,2660.36,No
CUST0565,Female,0,Yes,No,22,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,No,Two year,No,Mailed check,111.59,4509.29,No
CUST0566,Female,0,No,No,1,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,47.77,3533.05,Yes
CUST0567,Female,0,Yes,No,21,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),38.79,3989.44,No
CUST0568,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,46.13,3414.74,No
CUST0569,Male,0,No,No,71,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Credit card (automatic),95.14,1048.81,No
CUST0570,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),57.01,570.21,No
CUST0571,Female,0,Yes,No,55,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),37.34,4150.86,Yes
CUST0572,Male,0,No,No,66,Yes,No,No,No,No internet service,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),29.84,3483.61,No
CUST0573,Male,0,No,Yes,15,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Mailed check,52.73,2883.81,No
CUST0574,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),33.61,962.63,Yes
CUST0575,Male,1,Yes,Yes,71,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),35.64,3024.66,No
CUST0576,Female,0,Yes,Yes,11,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),88.39,175.98,No
CUST0577,Male,0,No,Yes,52,No,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,One year,No,Mailed check,21.97,611.82,Yes
CUST0578,Female,0,Yes,Yes,4,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),31.76,1573.21,Yes
CUST0579,Female,0,No,No,26,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,104.44,2229.82,No
CUST0580,Female,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Yes,One year,Yes,Mailed check,104.49,620.41,Yes
CUST0581,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,52.92,617.3,No
CUST0582,Male,0,Yes,No,5,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.8,3634.95,No
CUST0583,Female,0,No,Yes,4,No,No,No,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.5,2857.2,No
CUST0584,Female,1,No,No,56,Yes,No,No,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,56.01,2678.04,No
CUST0585,Female,1,Yes,No,27,Yes,No,No,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),24.55,2273.12,No
CUST0586,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),35.78,4883.18,No
CUST0587,Female,0,Yes,Yes,58,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),33.72,268.01,No
CUST0588,Male,0,No,Yes,32,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),78.91,919.52,No
CUST0589,Female,1,Yes,No,61,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Mailed check,109.81,3244.59,No
CUST0590,Male,0,No,Yes,49,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),99.31,699.1,No
CUST0591,Male,1,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,74.65,2955.12,Yes
CUST0592,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),62.22,2847.45,No
CUST0593,Male,0,Yes,No,65,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),81.87,4855.61,No
CUST0594,Female,0,Yes,No,46,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),64.38,4419.26,No
CUST0595,Female,0,Yes,Yes,38,Yes,Yes,No,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),44.61,4728.86,Yes
CUST0596,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,No,Mailed check,87.92,585.74,No
CUST0597,Male,0,No,No,32,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,107.32,4343.38,No
CUST0598,Male,0,Yes,Yes,12,Yes,No,No,Yes,No internet service,Yes,Yes,No,No internet service,One year,Yes,Mailed check,57.29,662.87,No
CUST0599,Female,0,No,No,53,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,104.15,3172.0,No
CUST0600,Female,0,Yes,Yes,6,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),63.11,3605.99,No
CUST0601,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,60.13,821.05,No
CUST0602,Female,1,No,Yes,18,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),22.83,3170.64,No
CUST0603,Female,1,Yes,Yes,53,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),89.53,281.25,Yes
CUST0604,Female,1,No,No,19,Yes,Yes,No,Yes,No,Yes,No,No internet service,No internet service,One year,No,Mailed check,100.75,1480.47,No
CUST0605,Male,1,No,No,28,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),86.36,4607.37,Yes
CUST0606,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,35.14,875.22,No
CUST0607,Male,0,No,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,30.33,345.04,Yes
CUST0608,Female,0,No,No,56,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),77.29,2229.52,No
CUST0609,Female,0,Yes,No,7,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No,Two year,No,Mailed check,60.15,4256.08,No
CUST0610,Female,0,No,Yes,61,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),62.91,401.83,No
CUST0611,Male,0,Yes,Yes,28,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),116.78,1790.57,No
CUST0612,Female,0,Yes,No,16,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.39,4500.88,No
CUST0613,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),61.18,608.41,Yes
CUST0614,Female,0,Yes,Yes,5,Yes,No phone service,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,21.91,1567.13,No
CUST0615,Female,0,No,Yes,57,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),23.41,3896.53,No
CUST0616,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,No,Mailed check,88.48,2725.19,Yes
CUST0617,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Two year,Yes,Mailed check,103.77,4165.02,Yes
CUST0618,Female,1,No,Yes,61,Yes,Yes,No,No,No,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),90.77,575.75,No
CUST0619,Male,0,Yes,Yes,40,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),60.59,4604.36,Yes
CUST0620,Male,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),23.11,4675.86,No
CUST0621,Female,1,No,Yes,40,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),116.74,793.46,Yes
CUST0622,Female,1,No,Yes,48,No,Yes,DSL,No,No,No internet service,No internet service,No internet service,No,One year,No,Bank transfer (automatic),118.63,188.7,No
CUST0623,Male,1,No,Yes,48,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),74.94,4949.41,Yes
CUST0624,Female,0,No,Yes,70,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,27.07,2421.61,No
CUST0625,Male,0,No,Yes,2,Yes,No,No,No internet service,No,No,No,No,Yes,One year,Yes,Mailed check,74.1,2868.94,No
CUST0626,Female,0,No,No,9,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,One year,No,Mailed check,109.23,3087.21,No
CUST0627,Male,0,No,Yes,34,Yes,Yes,No,No,No,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),88.0,3952.55,No
CUST0628,Female,0,Yes,No,1,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,92.0,4063.7,No
CUST0629,Male,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,28.5,985.75,Yes
CUST0630,Male,0,No,Yes,37,Yes,No,No,No,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,30.65,1198.45,Yes
CUST0631,Male,0,No,Yes,21,Yes,No phone service,No,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,32.73,4386.63,Yes
CUST0632,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No,No internet service,No,Yes,No,Two year,No,Credit card (automatic),110.44,4101.2,No
CUST0633,Male,0,Yes,No,42,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),72.58,3095.74,No
CUST0634,Male,0,No,Yes,54,No,No,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),99.16,4973.6,No
CUST0635,Female,0,No,Yes,38,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),31.53,3681.22,No
CUST0636,Female,0,No,No,28,Yes,No phone service,No,No internet service,No,No internet service,No,No,Yes,Two year,No,Electronic check,112.76,1094.87,No
CUST0637,Male,1,Yes,No,19,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),102.11,4236.29,No
CUST0638,Male,0,Yes,Yes,40,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Electronic check,42.48,2085.37,No
CUST0639,Female,0,No,No,53,Yes,No,DSL,No,Yes,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),107.42,200.04,No
CUST0640,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,46.34,1620.68,Yes
CUST0641,Female,0,No,No,18,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),40.53,3822.49,No
CUST0642,Female,0,Yes,Yes,65,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.42,4801.83,No
CUST0643,Female,0,Yes,Yes,29,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,No,Two year,No,Electronic check,111.0,1395.16,No
CUST0644,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,One year,No,Bank transfer (automatic),111.56,1247.65,No
CUST0645,Female,0,No,No,33,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,52.9,2826.81,No
CUST0646,Male,1,No,Yes,21,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,90.54,4062.19,No
CUST0647,Male,0,No,No,66,Yes,No,No,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),87.57,3737.7,Yes
CUST0648,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.66,2808.6,No
CUST0649,Female,1,Yes,Yes,26,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,One year,No,Mailed check,49.65,3164.32,No
CUST0650,Male,1,Yes,No,9,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Credit card (automatic),71.01,1225.65,No
CUST0651,Male,0,No,Yes,47,No,Yes,DSL,No internet service,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),86.77,2174.22,No
CUST0652,Female,0,Yes,No,69,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No internet service,Two year,No,Electronic check,22.63,1291.72,Yes
CUST0653,Male,0,No,No,58,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,57.67,4424.4,No
CUST0654,Male,0,Yes,Yes,58,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,89.59,580.52,No
CUST0655,Female,0,No,No,1,Yes,No phone service,No,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,45.26,3405.11,No
CUST0656,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,115.77,1316.21,No
CUST0657,Male,0,Yes,Yes,67,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,23.02,2388.38,Yes
CUST0658,Male,1,No,No,64,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Mailed check,115.81,1511.08,Yes
CUST0659,Female,1,No,Yes,25,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,41.68,1629.76,No
CUST0660,Female,0,Yes,No,9,Yes,No phone service,No,No internet service,No internet service,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),24.88,1316.76,No
CUST0661,Female,0,No,Yes,52,No,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,49.25,3768.91,No
CUST0662,Male,0,No,Yes,58,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),98.63,1841.26,No
CUST0663,Male,0,No,Yes,21,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),95.24,3637.26,Yes
CUST0664,Female,0,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,40.88,2291.23,Yes
CUST0665,Male,0,Yes,Yes,47,Yes,No,No,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,39.68,2745.29,No
CUST0666,Male,0,No,No,20,Yes,No phone service,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),84.26,2725.57,No
CUST0667,Female,0,Yes,No,21,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),65.81,4879.74,No
CUST0668,Female,0,No,No,29,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),99.23,1847.97,No
CUST0669,Male,0,No,No,24,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,Yes,One year,No,Mailed check,22.41,1054.27,No
CUST0670,Male,0,No,No,27,Yes,No phone service,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,81.04,4560.72,Yes
CUST0671,Male,0,No,No,64,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),93.07,890.7,No
CUST0672,Female,1,No,Yes,44,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),119.34,4175.43,Yes
CUST0673,Female,0,Yes,Yes,67,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,87.88,768.07,No
CUST0674,Female,0,No,No,6,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,43.18,3300.45,No
CUST0675,Female,0,Yes,No,48,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),30.82,769.69,No
CUST0676,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,No,Electronic check,84.09,4616.97,No
CUST0677,Female,0,No,Yes,35,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),72.32,2833.74,No
CUST0678,Female,0,No,Yes,0,Yes,No,No,No internet service,No,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),109.91,1659.78,No
CUST0679,Female,0,Yes,No,9,Yes,No,No,No internet service,Yes,No,No internet service,No,No,One year,No,Electronic check,92.66,718.81,Yes
CUST0680,Female,0,Yes,No,35,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),70.97,1868.54,Yes
CUST0681,Female,1,Yes,No,45,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,One year,No,Electronic check,60.36,3531.0,No
CUST0682,Male,0,No,Yes,31,Yes,No,No,Yes,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,60.44,1937.06,No
CUST0683,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),42.63,1245.55,No
CUST0684,Female,1,No,No,5,Yes,No,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,21.73,2895.5,Yes
CUST0685,Male,0,No,No,47,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,77.49,2100.75,No
CUST0686,Female,1,No,Yes,37,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),41.24,845.72,Yes
CUST0687,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,One year,Yes,Mailed check,40.83,786.86,No
CUST0688,Male,0,No,Yes,26,No,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),32.54,3543.16,No
CUST0689,Male,0,No,Yes,53,Yes,No,No,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),38.96,4873.87,No
CUST0690,Female,0,No,No,49,Yes,Yes,No,No,No,No internet service,No,Yes,No,One year,No,Electronic check,23.18,1180.81,No
